<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.09.08	46777.31	47316.82	44359.44	45982.87	115466	0	126130
2021.09.09	46104.37	47345.26	45414.34	46148.89	118303	0	126240
2021.09.10	46110.70	46977.82	44645.30	45002.01	104476	0	126140
2021.09.13	44942.66	46803.51	43276.26	45022.61	121919	0	126210
2021.09.14	45165.11	46918.18	44591.36	46765.37	109065	0	126250
2021.09.15	46710.87	48394.26	46308.94	47849.99	102267	0	126100
2021.09.16	47877.49	48452.80	46943.71	47040.46	87729	0	126250
2021.09.17	47193.46	48103.54	46645.55	47007.65	79843	0	126010
2021.09.20	47578.86	47612.61	42367.16	43460.76	105607	0	126120
2021.09.21	43455.26	43866.75	40037.48	40796.54	112544	0	127000
2021.09.22	40524.54	43967.67	39467.69	43309.82	108847	0	126030
2021.09.23	43346.82	44890.25	42948.85	44618.26	86876	0	127000
2021.09.24	44665.26	45080.08	40600.11	42905.68	112576	0	126160
2021.09.27	43493.39	44306.08	42526.34	42577.85	115024	0	126200
2021.09.28	42689.85	43361.03	41052.69	41703.19	115327	0	126400
2021.09.29	41785.19	42533.51	40675.11	41053.20	100770	0	126440
2021.09.30	41168.70	44040.98	40884.59	43340.50	103408	0	126340
2021.10.01	43408.50	48147.63	43203.53	48065.53	90949	0	126330
2021.10.04	48194.94	49456.91	46844.75	48910.18	128831	0	126010
2021.10.05	49043.68	51734.79	48496.10	51385.62	137449	0	126010
2021.10.06	51328.12	55346.79	50347.00	54876.27	150485	0	126010
2021.10.07	54910.27	55714.05	53303.17	54129.32	155280	0	126010
2021.10.08	54172.82	56089.09	53557.50	53890.77	138085	0	126240
2021.10.11	54687.33	57772.08	54289.15	57250.57	134594	0	126220
2021.10.12	57052.57	57624.67	53752.79	55264.29	122683	0	126240
2021.10.13	55044.55	57433.10	54121.47	56912.54	115729	0	126010
2021.10.14	56959.04	58494.51	56671.44	57338.22	112031	0	126500
2021.10.15	57417.72	62813.50	56793.76	62400.18	117166	0	126010
2021.10.18	59517.30	62615.26	59494.30	61290.94	124792	0	126070
2021.10.19	61148.44	64305.39	61043.94	64040.31	110030	0	126010
2021.10.20	63947.31	66957.01	63454.26	65928.12	105534	0	126010
2021.10.21	65757.47	66602.64	61833.18	62591.16	124250	0	126500
2021.10.22	62769.66	63701.01	59887.76	60699.01	135108	0	126220
2021.10.25	61154.49	63671.26	60578.85	62470.31	117264	0	126250
2021.10.26	62550.81	63226.01	61693.74	62020.84	104460	0	126060
2021.10.27	61871.84	61956.44	57928.97	58787.86	132832	0	126010
2021.10.28	58843.36	62426.94	57739.36	61329.20	132278	0	126250
2021.10.29	60735.70	62922.66	60074.83	62335.26	121391	0	126090
2021.11.01	61336.16	62419.51	59317.59	60702.19	124062	0	126500
2021.11.02	60839.54	64248.76	60564.96	62966.20	117693	0	126110
2021.11.03	62920.41	63494.20	60160.14	63069.08	79491	0	126280
2021.11.04	63001.65	63055.66	60610.42	61279.92	59566	0	126030
2021.11.05	61273.17	62562.22	60699.64	60843.82	54270	0	126500
2021.11.08	62934.60	66495.08	62718.63	65966.86	58079	0	126080
2021.11.09	66086.86	68455.71	66020.06	67642.66	53076	0	126130
2021.11.10	67558.16	68977.73	62737.00	64147.54	57684	0	126040
2021.11.11	64061.04	65534.27	64030.04	64960.82	59485	0	126010
2021.11.12	64884.82	65424.15	62227.22	63967.35	81303	0	126010
2021.11.15	64380.97	66272.44	63315.75	63777.83	70875	0	126680
2021.11.16	63688.92	63959.93	58504.27	60400.20	115438	0	126340
2021.11.17	60526.20	61103.00	58308.06	60043.20	82680	0	126100
2021.11.18	60050.20	60898.94	56535.12	57511.83	79701	0	126020
2021.11.19	57299.83	58327.01	55546.86	57833.07	81295	0	126090
2021.11.22	59361.56	59498.62	55550.63	56193.25	106472	0	126500
2021.11.23	56349.25	57812.74	55300.60	57615.46	92057	0	127000
2021.11.24	57608.82	57691.66	55798.67	57254.29	66220	0	126500
2021.11.25	57321.52	59393.75	56779.72	58755.35	59913	0	126420
2021.11.26	58762.35	59288.81	53439.18	54125.59	88457	0	126010
2021.11.29	56464.91	58843.16	56008.85	58239.12	67708	0	126010
2021.11.30	58299.62	59177.30	55844.69	57057.85	89094	0	126010
2021.12.01	57115.85	59029.66	56395.24	56911.31	77331	0	126160
2021.12.02	57060.31	57354.16	55752.07	56832.03	73933	0	126500
2021.12.03	56725.53	57614.66	51489.12	53579.07	75969	0	126010
2021.12.06	49030.69	50534.95	47086.63	50030.01	90917	0	126010
2021.12.07	50126.13	51898.91	50035.94	50413.47	66424	0	126010
2021.12.08	50334.47	51179.17	48563.08	50541.97	67204	0	126100
2021.12.09	50593.47	50773.09	47263.05	47928.24	73403	0	126140
2021.12.10	48179.24	50045.60	47179.53	47982.47	76366	0	126450
2021.12.13	49915.16	50317.20	45613.59	46731.87	76506	0	126010
2021.12.14	46651.92	48594.67	46213.77	48213.46	78159	0	126010
2021.12.15	48169.58	49445.00	46483.43	49090.35	74683	0	126240
2021.12.16	49070.54	49378.74	47595.42	48035.54	60391	0	126010
2021.12.17	47768.54	47950.99	45363.97	46879.15	68899	0	126020
2021.12.20	46758.03	47492.40	45497.41	46911.22	73484	0	126230
2021.12.21	46992.72	49271.67	46585.67	49014.37	59890	0	126010
2021.12.22	48986.37	49517.71	48379.55	48977.94	53019	0	126500
2021.12.23	48978.44	51312.95	47950.58	50754.29	56302	0	126010
2021.12.24	50726.79	51462.62	50353.22	50876.41	42849	0	126500
2021.12.27	50852.13	52043.69	50391.43	50889.22	50286	0	126070
2021.12.28	51027.72	51168.96	47236.71	47479.43	72301	0	126010
2021.12.29	47546.93	48091.73	46521.95	47162.70	60386	0	126500
2021.12.30	47056.70	47863.76	45832.91	47220.76	57512	0	126300
2021.12.31	47219.76	48537.17	46650.10	47468.71	44167	0	127060
2022.01.03	47037.75	47510.61	45610.51	45893.25	60670	0	126630
2022.01.04	45978.25	47462.60	45457.13	46112.57	59314	0	126030
2022.01.05	46060.89	47004.68	43301.31	43509.07	63598	0	126010
2022.01.06	43596.07	43724.78	42337.46	43032.46	80321	0	126880
2022.01.07	43066.87	43175.05	40537.00	41866.38	80475	0	126830
2022.01.10	42251.03	42433.95	39577.45	41661.88	77193	0	126160
2022.01.11	41735.88	43050.72	41192.50	42590.86	68846	0	126460
2022.01.12	42580.36	44288.63	42398.67	43714.42	59890	0	126170
2022.01.13	43726.92	44367.88	42245.29	42737.82	60658	0	126330
2022.01.14	42756.32	43414.99	41704.99	43259.80	61832	0	126500
2022.01.17	43015.67	43233.02	41536.61	41666.71	55127	0	126500
2022.01.18	41571.21	42435.74	41202.70	42318.24	65913	0	126670
2022.01.19	42235.24	42619.20	41068.97	41639.01	65089	0	126390
2022.01.20	41638.01	43445.87	41222.38	41249.99	57120	0	126270
2022.01.21	41340.06	41455.94	36049.72	36549.59	107023	0	126500
2022.01.24	35287.36	37490.35	32848.02	36720.57	111257	0	126130
2022.01.25	36702.07	37496.36	35638.72	36494.51	90933	0	126240
2022.01.26	36546.01	38859.67	36247.49	36253.99	84724	0	126460
2022.01.27	36365.49	37151.67	35435.73	36124.23	82605	0	126010
2022.01.28	36090.73	37948.20	35849.50	37733.86	83448	0	126110
2022.01.31	37710.25	38691.40	36575.08	38347.43	65659	0	126090
2022.02.01	38413.93	39228.42	37922.96	38735.62	71444	0	126010
2022.02.02	38788.12	38852.39	36517.54	36853.42	68580	0	126130
2022.02.03	36864.92	37182.92	36203.89	36895.87	71801	0	126140
2022.02.04	36810.87	40855.61	36737.47	40502.95	69735	0	126210
2022.02.07	41653.17	44481.70	41427.43	44030.99	73139	0	126010
2022.02.08	44008.39	45458.12	42630.72	44147.15	72186	0	126120
2022.02.09	44108.65	44836.18	43070.96	44451.68	62177	0	3356
2022.02.10	44473.80	45816.68	43185.18	43736.68	83925	0	3356
2022.02.11	43762.64	44074.18	42037.68	42544.18	92766	0	3356
2022.02.12	42548.22	43025.18	41714.68	41861.68	71950	0	3356
2022.02.13	41878.91	42758.72	41836.14	42182.18	57077	0	3356
2022.02.14	42210.11	42849.47	41528.68	42216.68	76852	0	3356
2022.02.15	42236.09	44523.72	42227.04	43967.18	68973	0	3356
2022.02.16	43975.43	44774.72	43308.18	44074.68	64332	0	3356
2022.02.17	44074.82	44195.47	40053.68	40669.13	73911	0	3356
2022.02.18	40676.12	40970.18	39430.68	39976.18	81069	0	3356
2022.02.19	39968.83	40458.72	39637.68	39909.68	46373	0	3356
2022.02.20	39927.13	40139.68	37965.68	38225.68	58334	0	3356
2022.02.21	38240.81	39486.68	36966.98	37022.18	99385	0	3356
2022.02.22	37069.48	38297.68	36333.18	37865.18	112589	0	3356
2022.02.23	37876.54	39246.18	37378.68	37495.87	83345	0	3356
2022.02.24	37523.08	39770.18	34309.18	38373.68	130625	0	3356
2022.02.25	38400.12	39686.68	37745.18	38971.18	96856	0	3356
2022.02.26	38977.46	40275.68	38562.18	39421.68	69299	0	3356
2022.02.27	39463.23	39846.18	36983.18	37401.18	76344	0	3356
2022.02.28	37416.22	41950.97	37303.36	41627.58	103074	0	3356
2022.03.01	41643.15	44976.18	41627.68	43859.18	96604	0	3356
2022.03.02	43896.54	45282.18	43322.22	44031.68	87387	0	3356
2022.03.03	44066.37	44327.68	41799.68	42081.68	79540	0	3356
2022.03.04	42069.43	42690.76	39051.18	39358.18	93129	0	3356
2022.03.05	39381.23	39601.10	38525.18	39334.18	55477	0	3356
2022.03.06	39368.26	39679.57	38073.68	38980.18	60277	0	3356
2022.03.07	39013.28	39534.18	37140.18	37804.18	99068	0	3356
2022.03.08	37818.50	39363.68	37769.07	38460.68	111545	0	3356
2022.03.09	38482.54	42579.18	38460.44	41867.68	95087	0	3356
2022.03.10	41878.93	42134.68	38531.68	39299.68	104428	0	3356
2022.03.11	39316.78	40248.22	38211.68	38831.68	96471	0	3356
2022.03.12	38840.83	39440.18	38635.18	39070.18	59143	0	3356
2022.03.13	39078.13	39289.18	38335.68	38704.68	48803	0	3356
2022.03.14	38705.18	39291.18	37515.18	38694.18	86242	0	3356
2022.03.15	38694.18	39906.18	38090.18	39634.23	84557	0	3356
2022.03.16	39638.48	41695.18	38799.68	41089.18	105921	0	3356
2022.03.17	41089.68	41478.18	40498.68	40979.18	65007	0	3356
2022.03.18	40981.68	42332.68	40139.18	41792.18	72216	0	3356
2022.03.19	41792.18	42380.58	41492.18	42134.89	37401	0	3356
2022.03.20	42134.89	42304.18	40903.18	41345.68	50222	0	3356
2022.03.21	41346.68	41548.68	40471.18	41293.68	69131	0	3356
2022.03.22	41293.68	43361.72	40856.68	42826.18	69585	0	3356
2022.03.23	42828.18	42842.68	41720.68	42369.68	64906	0	3356
2022.03.24	42372.68	44231.18	42310.68	44023.18	69448	0	3356
2022.03.25	44023.68	45121.47	43528.79	44531.70	87499	0	3356
2022.03.26	44531.69	44791.18	44069.18	44442.97	39201	0	3356
2022.03.27	44443.22	46610.68	44363.18	46088.68	38315	0	3356
2022.03.28	46113.82	48218.47	45834.68	47945.18	70506	0	3356
2022.03.29	47946.83	48140.18	46881.18	47465.68	64823	0	3356
2022.03.30	47479.84	47706.72	46511.68	47273.22	61274	0	3356
2022.03.31	47263.29	47611.68	45486.68	45733.18	73069	0	3356
2022.04.01	45751.35	46718.72	44200.68	46128.68	80757	0	3356
2022.04.02	46152.13	47200.68	45589.68	46156.68	62905	0	3356
2022.04.03	46178.48	46769.68	45527.18	46351.18	47017	0	3356
2022.04.04	46366.20	47438.18	45099.68	46298.18	83666	0	3356
2022.04.05	46298.21	47190.68	45457.68	45865.68	69155	0	3356
2022.04.06	45875.67	46043.68	43168.68	43852.96	95515	0	3356
2022.04.07	43859.35	44005.97	42703.68	43553.18	86108	0	3356
2022.04.08	43559.23	43974.18	42385.18	42787.96	95997	0	3356
2022.04.09	42795.79	42862.17	42093.18	42417.18	72264	0	3356
2022.04.10	42427.58	43422.68	42387.15	43065.68	42192	0	3356
2022.04.11	43065.68	43184.18	39444.68	39810.68	98366	0	3356
2022.04.12	39817.21	40688.18	39175.18	39505.18	88835	0	3356
2022.04.13	39516.01	41551.62	39473.18	41221.61	78246	0	3356
2022.04.14	41231.83	41487.72	39523.18	39893.18	109019	0	3356
2022.04.15	39901.50	40826.68	39751.47	40367.18	50861	0	3356
2022.04.16	40389.09	40694.47	39976.18	40252.27	37852	0	3356
2022.04.17	40271.04	40667.18	39792.68	40242.68	44588	0	3356
2022.04.18	40254.57	40998.18	38524.18	40657.68	73587	0	3356
2022.04.19	40652.72	41750.72	40566.18	41266.18	69859	0	3356
2022.04.20	41284.53	42197.68	40842.68	41410.18	63469	0	3356
2022.04.21	41415.47	42982.68	40524.68	40581.18	80784	0	3356
2022.04.22	40601.14	40829.68	39135.18	39587.39	83319	0	3356
2022.04.23	39606.74	39965.47	39264.18	39790.22	48054	0	3356
2022.04.24	39798.46	39937.68	38882.18	39484.77	51370	0	3356
2022.04.25	39503.26	40378.18	38161.69	40163.18	94887	0	3356
2022.04.26	40171.32	40790.18	37664.68	38094.06	97231	0	3356
2022.04.27	38106.65	39455.68	37681.18	39068.68	85109	0	3356
2022.04.28	39095.57	40365.22	38858.18	39855.74	88343	0	3356
2022.04.29	39855.74	39974.18	38144.18	38520.72	91702	0	3356
2022.04.30	38547.75	38782.68	38135.68	38309.68	66086	0	3356
2022.05.01	38320.40	38690.72	37359.18	38287.68	56698	0	3356
2022.05.02	38296.18	39148.22	38024.94	38289.21	123489	0	3356
2022.05.03	38287.98	38898.18	37484.18	37746.68	84998	0	3356
2022.05.04	37753.00	40020.72	37596.18	39775.14	90100	0	3356
2022.05.05	39765.18	39868.18	35519.68	36408.60	96314	0	3356
2022.05.06	36443.51	36638.47	35220.18	36043.69	131086	0	3356
2022.05.07	36061.36	36101.22	35687.18	35750.68	54953	0	3356
2022.05.08	35750.63	35783.44	33647.18	34192.99	102822	0	3356
2022.05.09	34202.09	34442.68	30295.68	30926.18	150680	0	3356
2022.05.10	30937.78	32625.72	29704.68	30976.11	162007	0	3356
2022.05.11	30976.11	32131.68	28101.68	28371.18	190360	0	3356
2022.05.12	28388.08	30073.68	25272.18	28503.29	214168	0	3356
2022.05.13	28519.92	30971.18	27912.18	29723.68	160965	0	3356
2022.05.14	29736.34	30058.68	28544.18	29305.18	79126	0	3356
2022.05.15	29326.39	31075.68	29305.68	30991.81	85292	0	3356
2022.05.16	31009.84	31381.68	29020.68	29874.30	116427	0	3356
2022.05.17	29893.21	30738.18	29379.68	30046.88	106373	0	3356
2022.05.18	30053.27	30666.97	28684.18	29187.68	119947	0	3356
2022.05.19	29187.96	30497.68	28585.68	30213.68	112643	0	3356
2022.05.20	30221.18	30717.97	28681.97	29087.32	118481	0	3356
2022.05.21	29081.43	29604.22	28889.97	29362.18	74586	0	3356
2022.05.22	29368.88	30273.47	29198.47	29888.99	60941	0	3356
2022.05.23	29889.06	30628.18	28992.18	29288.68	107778	0	3356
2022.05.24	29297.97	29594.18	28605.68	29414.18	96255	0	3356
2022.05.25	29421.37	30182.97	29287.18	29739.68	94178	0	3356
2022.05.26	29750.62	29836.47	27952.68	29406.18	100589	0	3356
2022.05.27	29408.28	29647.72	28230.72	28707.29	115694	0	3356
2022.05.28	28708.43	29217.47	28472.47	28974.68	93026	0	3356
2022.05.29	28984.22	29437.68	28794.22	29135.68	58747	0	3356
2022.05.30	29146.85	31377.22	29106.68	31235.25	74500	0	3356
2022.05.31	31240.02	32363.68	31180.47	31779.18	95479	0	3356
2022.06.01	31777.87	31942.18	29259.78	29598.18	101572	0	3356
2022.06.02	29601.96	30360.79	29470.19	30192.60	88343	0	3356
2022.06.03	30199.52	30664.68	29226.47	29618.80	89388	0	3356
2022.06.04	29618.82	29940.68	29436.72	29703.18	67765	0	3356
2022.06.05	29726.28	30132.18	29489.72	29907.18	64100	0	3356
2022.06.06	29908.90	31721.97	29770.69	31425.18	101074	0	3356
2022.06.07	31418.68	31551.68	29146.18	31310.02	100234	0	2241
2022.06.08	31318.17	31498.02	29809.93	30155.52	89882	0	2241
2022.06.09	30161.67	30670.80	29898.02	30132.52	66498	0	2241
2022.06.10	30149.48	30338.02	28810.52	29156.21	75014	0	2241
2022.06.11	29156.03	29409.52	28057.52	28355.02	78590	0	2241
2022.06.12	28365.46	28641.30	26836.02	27322.52	80041	0	2241
2022.06.13	27328.55	27488.02	22538.02	23159.52	189112	0	2241
2022.06.14	23191.42	23334.79	20793.52	21924.02	175361	0	2241
2022.06.15	21955.76	22365.02	20029.02	21600.02	165093	0	2241
2022.06.16	21625.92	22944.02	20446.93	20645.02	165437	0	2241
2022.06.17	20665.60	21320.02	20174.52	20619.92	134716	0	2241
2022.06.18	20619.80	20736.52	17564.52	17743.52	137559	0	2241
2022.06.19	17770.89	20676.52	17724.46	20583.52	133962	0	2241
2022.06.20	20608.38	21028.52	19606.52	20406.02	146075	0	2241
2022.06.21	20413.38	21687.52	20225.02	20809.52	109772	0	2241
2022.06.22	20827.23	21001.02	19733.52	19838.02	102578	0	2241
2022.06.23	19846.36	21087.52	19802.02	20773.02	91294	0	2241
2022.06.24	20787.07	21425.52	20635.02	21173.51	97468	0	2241
2022.06.25	21173.90	21587.52	20879.52	21193.52	94489	0	2241
2022.06.26	21204.84	21864.02	21106.52	21363.65	65575	0	2241
2022.06.27	21380.28	21505.02	20471.52	20873.52	77590	0	2241
2022.06.28	20886.04	21181.02	20168.02	20213.52	75808	0	2241
2022.06.29	20235.19	20421.52	19817.52	20168.02	84446	0	2241
2022.06.30	20189.04	20318.02	18573.02	18716.16	94105	0	2241
2022.07.01	18720.56	20861.52	18678.22	19390.58	116461	0	2241
2022.07.02	19390.72	19477.44	18940.52	19215.52	162943	0	2241
2022.07.03	19227.55	19617.02	18738.52	19394.52	68131	0	2241
2022.07.04	19404.72	20086.02	19016.52	19722.02	89347	0	2241
2022.07.05	19745.79	20711.52	19266.52	20424.52	104646	0	2241
2022.07.06	20427.31	20462.66	19728.52	20352.52	97393	0	2241
2022.07.07	20369.12	21816.02	20228.02	21584.52	86725	0	2241
2022.07.08	21602.75	22475.02	21158.52	21835.12	115412	0	2241
2022.07.09	21834.38	21994.37	21290.52	21648.02	107736	0	2241
2022.07.10	21660.71	21720.52	20617.52	20958.86	90992	0	2241
2022.07.11	20964.58	21158.93	20234.02	20385.52	101066	0	2241
2022.07.12	20401.33	20404.09	19242.52	19422.02	115080	0	2241
2022.07.13	19428.93	20066.52	18879.02	19640.69	117581	0	2241
2022.07.14	19642.37	20868.52	19592.52	20645.52	115134	0	2241
2022.07.15	20655.12	21180.02	20356.02	20916.84	126247	0	2241
2022.07.16	20916.80	21564.52	20461.52	21186.02	104005	0	2241
2022.07.17	21194.32	21663.02	20799.52	20912.52	82122	0	2241
2022.07.18	20920.11	22741.52	20732.52	21459.02	145039	0	2241
2022.07.19	21476.21	23693.52	21423.02	23284.02	147715	0	2241
2022.07.20	23293.28	24268.52	22896.52	23235.52	141646	0	2241
2022.07.21	23248.14	23775.02	22326.02	23098.52	132133	0	2241
2022.07.22	23101.52	23746.52	22495.30	22595.22	115834	0	2241
2022.07.23	22594.58	22994.52	21931.02	22306.52	118397	0	2241
2022.07.24	22316.92	22894.52	22205.02	22711.91	83975	0	2241
2022.07.25	22714.22	23003.52	21543.52	22153.26	105871	0	2241
2022.07.26	22160.86	22175.60	20702.82	20967.02	97350	0	2241
2022.07.27	20975.15	23101.02	20801.02	22761.04	101468	0	2241
2022.07.28	22775.12	24198.02	22565.52	23995.52	110221	0	2241
2022.07.29	24023.01	24435.30	23418.02	23942.18	111791	0	2241
2022.07.30	23941.46	24657.52	23605.52	23952.52	114364	0	2241
2022.07.31	23960.55	24178.02	23372.74	23782.52	85151	0	2241
2022.08.01	23794.83	23822.15	22841.80	23151.02	107140	0	2241
2022.08.02	23118.10	23450.52	22652.80	23023.52	122304	0	2241
2022.08.03	23023.72	23630.52	22679.02	23307.52	95801	0	2241
2022.08.04	23316.50	23361.43	22369.52	22505.52	106576	0	2241
2022.08.05	22501.72	23457.80	22429.02	22975.21	99900	0	2241
2022.08.06	22975.27	23351.02	22973.64	23151.52	90173	0	2241
2022.08.07	23166.53	23273.30	22846.02	23240.52	47939	0	2241
2022.08.08	23256.72	24236.02	23046.52	24086.02	101675	0	2241
2022.08.09	24059.26	24061.54	22857.52	23131.52	94810	0	2241
2022.08.10	23133.91	24182.17	22647.52	23878.02	86569	0	2241
2022.08.11	23891.17	24906.02	23763.52	24226.02	90319	0	2241
2022.08.12	24202.63	24313.52	23581.52	24226.96	83325	0	2241
2022.08.13	24226.95	24882.52	24072.20	24474.02	108933	0	2241
2022.08.14	24484.39	25025.52	24143.02	24299.02	69898	0	2241
2022.08.15	24309.33	25207.02	23868.02	24069.52	104535	0	2241
2022.08.16	24065.00	24239.02	23653.52	23966.09	135897	0	2241
2022.08.17	23971.05	24433.92	23166.52	23428.52	145617	0	2241
2022.08.18	23391.67	23585.55	23220.52	23394.02	160066	0	2241
2022.08.19	23406.68	23420.52	21133.52	21259.26	198326	0	2241
2022.08.20	21259.30	21355.52	20772.52	20792.52	184852	0	2241
2022.08.21	20806.07	21774.02	20753.63	21451.52	132370	0	2241
2022.08.22	21458.67	21696.52	20879.52	21107.02	115252	0	2241
2022.08.23	21113.42	21673.52	20873.02	21465.02	120664	0	2241
2022.08.24	21467.16	21890.11	21138.02	21682.61	116081	0	1794
2022.08.25	21684.03	21805.78	21297.61	21634.61	115369	0	1794
2022.08.26	21638.33	21868.61	20526.11	20639.43	109524	0	1794
2022.08.27	20638.32	20678.35	19793.11	19986.11	131965	0	1794
2022.08.28	19999.76	20148.11	19797.53	19974.11	75712	0	1794
2022.08.29	19977.97	20412.61	19505.11	20159.11	130571	0	1794
2022.08.30	20167.96	20567.61	19528.61	19963.11	141771	0	1794
2022.08.31	19966.11	20483.61	19739.61	20179.11	149803	0	1794
2022.09.01	20183.00	20280.11	19549.61	20057.61	191059	0	1794
2022.09.02	20060.11	20432.70	19745.11	19955.43	182106	0	1794
2022.09.03	19956.01	20046.11	19637.11	19724.11	151172	0	1794
2022.09.04	19736.00	19943.53	19575.61	19891.11	116609	0	1794
2022.09.05	19888.78	20049.78	19628.03	19720.22	100645	0	1794
2022.09.06	19730.11	20173.11	18648.61	18972.28	189604	0	1794
2022.09.07	18976.25	19448.61	18518.81	19359.03	115194	0	1794
2022.09.08	19378.25	19458.11	19007.11	19371.61	145087	0	1794
2022.09.09	19372.53	21430.61	19243.61	21293.78	137687	0	1794
2022.09.10	21293.79	21671.53	21125.61	21414.11	148339	0	1794
2022.09.11	21424.82	21865.28	21347.11	21630.85	125943	0	1794
2022.09.12	21630.81	22481.78	21441.78	22401.08	119813	0	1794
2022.09.13	22401.04	22780.11	20037.11	20228.37	203290	0	1794
2022.09.14	20228.38	20514.11	19603.61	19936.85	192636	0	1794
2022.09.15	19937.02	20390.11	19477.11	19844.64	203685	0	1794
2022.09.16	19843.64	19885.11	19319.44	19746.60	198050	0	1794
2022.09.17	19746.07	20176.61	19684.61	20071.09	144566	0	1794
2022.09.18	20070.41	20135.28	19548.11	19713.08	147725	0	1794
2022.09.19	19712.45	19715.45	18249.11	19512.74	208584	0	1794
2022.09.20	19512.72	19676.61	18709.11	18963.33	193858	0	1794
2022.09.21	18963.31	19906.61	18556.61	18917.17	203168	0	1794
2022.09.22	18917.18	19487.03	18131.11	19236.13	232766	0	1794
2022.09.23	19236.12	19507.61	18517.73	18841.91	207012	0	1794
2022.09.24	18842.23	19392.61	18795.51	19138.58	160331	0	1794
2022.09.25	19138.34	19175.11	18798.61	18896.09	129573	0	1794
