<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.11.10	07:00:00	1826.421	1826.421	1822.988	1824.187	3904	0	62
2021.11.10	08:00:00	1824.155	1827.218	1823.132	1825.611	3743	0	62
2021.11.10	09:00:00	1825.620	1826.844	1824.778	1825.171	2680	0	62
2021.11.10	10:00:00	1825.203	1826.623	1824.624	1824.837	2142	0	62
2021.11.10	11:00:00	1824.803	1826.043	1822.779	1824.589	3159	0	62
2021.11.10	12:00:00	1824.590	1826.670	1824.394	1826.544	2724	0	62
2021.11.10	13:00:00	1826.538	1851.578	1822.375	1849.780	17278	0	62
2021.11.10	14:00:00	1849.749	1868.591	1849.333	1861.650	15985	0	62
2021.11.10	15:00:00	1861.685	1862.533	1851.304	1851.524	10530	0	62
2021.11.10	16:00:00	1851.521	1858.682	1851.521	1854.927	6730	0	62
2021.11.10	17:00:00	1854.958	1855.303	1848.284	1849.687	5514	0	62
2021.11.10	18:00:00	1849.692	1850.820	1841.506	1846.579	10114	0	62
2021.11.10	19:00:00	1846.583	1850.091	1844.524	1847.118	4651	0	62
2021.11.10	20:00:00	1847.084	1852.808	1845.370	1852.599	4121	0	62
2021.11.10	21:00:00	1852.631	1852.776	1848.872	1849.269	1790	0	62
2021.11.10	23:00:00	1849.759	1849.759	1848.330	1848.579	1480	0	62
2021.11.11	00:00:00	1848.562	1852.538	1848.040	1850.197	2389	0	62
2021.11.11	01:00:00	1850.166	1851.372	1845.226	1845.535	4863	0	62
2021.11.11	02:00:00	1845.504	1845.922	1842.929	1844.270	3095	0	62
2021.11.11	03:00:00	1844.233	1853.777	1843.758	1849.996	3930	0	62
2021.11.11	04:00:00	1850.004	1850.004	1847.108	1849.312	2171	0	62
2021.11.11	05:00:00	1849.300	1855.492	1848.977	1853.876	4033	0	62
2021.11.11	06:00:00	1853.875	1855.670	1852.138	1852.352	4124	0	62
2021.11.11	07:00:00	1852.321	1857.163	1851.819	1856.965	3369	0	62
2021.11.11	08:00:00	1856.999	1864.362	1855.241	1861.511	4194	0	62
2021.11.11	09:00:00	1861.521	1863.300	1860.426	1862.047	3233	0	62
2021.11.11	10:00:00	1862.062	1862.865	1860.230	1862.822	2758	0	62
2021.11.11	11:00:00	1862.792	1865.593	1862.107	1863.849	3059	0	62
2021.11.11	12:00:00	1863.861	1864.064	1854.956	1858.533	6279	0	62
2021.11.11	13:00:00	1858.564	1866.007	1856.575	1863.462	7097	0	62
2021.11.11	14:00:00	1863.430	1864.476	1859.532	1859.870	7053	0	62
2021.11.11	15:00:00	1859.901	1862.975	1858.936	1861.673	5406	0	62
2021.11.11	16:00:00	1861.703	1863.020	1859.771	1862.142	3051	0	62
2021.11.11	17:00:00	1862.148	1863.744	1861.489	1862.345	2399	0	62
2021.11.11	18:00:00	1862.339	1862.934	1860.457	1862.223	2721	0	62
2021.11.11	19:00:00	1862.226	1863.375	1861.948	1862.104	1986	0	62
2021.11.11	20:00:00	1862.135	1863.113	1861.684	1862.634	2034	0	62
2021.11.11	21:00:00	1862.603	1863.126	1861.840	1861.885	826	0	62
2021.11.11	23:00:00	1861.753	1862.603	1861.274	1862.355	1950	0	62
2021.11.12	00:00:00	1862.353	1862.385	1859.524	1860.048	2239	0	62
2021.11.12	01:00:00	1860.018	1861.610	1857.798	1859.220	3782	0	62
2021.11.12	02:00:00	1859.240	1860.357	1855.695	1856.916	3011	0	62
2021.11.12	03:00:00	1856.900	1856.900	1855.142	1855.197	2329	0	62
2021.11.12	04:00:00	1855.199	1857.393	1855.192	1857.393	1923	0	62
2021.11.12	05:00:00	1857.395	1859.990	1856.361	1859.887	2775	0	62
2021.11.12	06:00:00	1859.884	1860.047	1857.340	1857.783	2840	0	62
2021.11.12	07:00:00	1857.752	1859.816	1855.600	1856.465	3499	0	62
2021.11.12	08:00:00	1856.432	1858.741	1852.308	1853.282	5299	0	62
2021.11.12	09:00:00	1853.248	1854.208	1849.513	1853.125	4334	0	62
2021.11.12	10:00:00	1853.095	1853.105	1845.712	1846.183	4171	0	62
2021.11.12	11:00:00	1846.214	1850.183	1845.298	1849.200	3959	0	62
2021.11.12	12:00:00	1849.168	1853.981	1849.102	1853.485	4426	0	62
2021.11.12	13:00:00	1853.454	1858.678	1853.454	1854.453	6961	0	62
2021.11.12	14:00:00	1854.477	1859.481	1853.878	1858.505	6270	0	62
2021.11.12	15:00:00	1858.504	1866.031	1858.504	1860.864	9517	0	62
2021.11.12	16:00:00	1860.852	1863.871	1859.817	1863.644	4495	0	62
2021.11.12	17:00:00	1863.650	1865.938	1861.693	1864.777	3496	0	62
2021.11.12	18:00:00	1864.744	1868.722	1864.081	1867.947	4130	0	62
2021.11.12	19:00:00	1867.978	1868.009	1863.767	1863.768	2946	0	62
2021.11.12	20:00:00	1863.800	1866.226	1862.578	1865.876	2840	0	62
2021.11.12	21:00:00	1865.841	1866.192	1863.989	1864.430	1178	0	62
2021.11.14	23:00:00	1866.873	1867.851	1865.309	1865.545	2251	0	62
2021.11.15	00:00:00	1865.558	1866.079	1863.559	1863.859	2202	0	62
2021.11.15	01:00:00	1863.866	1866.034	1857.286	1860.450	6399	0	62
2021.11.15	02:00:00	1860.425	1862.284	1858.776	1859.636	3691	0	62
2021.11.15	03:00:00	1859.633	1859.638	1856.495	1856.928	2416	0	62
2021.11.15	04:00:00	1856.939	1859.328	1856.622	1859.015	1830	0	62
2021.11.15	05:00:00	1859.017	1859.320	1856.969	1858.911	2761	0	62
2021.11.15	06:00:00	1858.934	1859.195	1856.961	1857.316	2775	0	62
2021.11.15	07:00:00	1857.284	1862.278	1856.377	1860.939	3435	0	62
2021.11.15	08:00:00	1860.970	1863.555	1858.513	1858.603	3368	0	62
2021.11.15	09:00:00	1858.572	1863.208	1858.388	1862.389	2640	0	62
2021.11.15	10:00:00	1862.428	1864.880	1861.817	1863.303	2709	0	62
2021.11.15	11:00:00	1863.272	1864.543	1862.589	1864.525	2280	0	62
2021.11.15	12:00:00	1864.492	1864.492	1860.666	1863.894	2766	0	62
2021.11.15	13:00:00	1863.912	1870.436	1862.429	1864.265	7703	0	62
2021.11.15	14:00:00	1864.230	1865.191	1859.733	1860.680	7147	0	62
2021.11.15	15:00:00	1860.648	1863.373	1858.213	1862.066	6338	0	62
2021.11.15	16:00:00	1862.036	1864.855	1860.051	1863.484	3867	0	62
2021.11.15	17:00:00	1863.482	1864.754	1862.426	1863.419	3213	0	62
2021.11.15	18:00:00	1863.389	1865.778	1862.945	1865.778	2308	0	62
2021.11.15	19:00:00	1865.781	1867.932	1865.395	1867.142	2628	0	62
2021.11.15	20:00:00	1867.172	1867.305	1862.086	1863.245	2999	0	62
2021.11.15	21:00:00	1863.213	1863.863	1862.645	1862.800	1498	0	62
2021.11.15	23:00:00	1862.887	1863.937	1861.952	1862.456	1177	0	62
2021.11.16	00:00:00	1862.425	1864.851	1861.957	1864.328	2121	0	62
2021.11.16	01:00:00	1864.321	1865.938	1862.379	1865.840	3958	0	62
2021.11.16	02:00:00	1865.854	1868.770	1865.854	1867.494	3552	0	62
2021.11.16	03:00:00	1867.526	1868.279	1865.283	1866.994	2483	0	62
2021.11.16	04:00:00	1866.978	1867.543	1863.994	1865.733	2102	0	62
2021.11.16	05:00:00	1865.737	1867.802	1865.704	1866.649	2959	0	62
2021.11.16	06:00:00	1866.681	1867.436	1864.948	1865.131	3080	0	62
2021.11.16	07:00:00	1865.096	1865.620	1862.281	1864.007	3668	0	62
2021.11.16	08:00:00	1863.997	1874.313	1863.936	1872.158	4685	0	62
2021.11.16	09:00:00	1872.128	1874.974	1870.669	1873.297	4764	0	62
2021.11.16	10:00:00	1873.256	1874.420	1871.924	1874.198	3288	0	62
2021.11.16	11:00:00	1874.166	1874.786	1872.446	1873.967	3711	0	62
2021.11.16	12:00:00	1873.934	1873.934	1869.416	1870.800	4044	0	62
2021.11.16	13:00:00	1870.770	1877.135	1865.359	1866.946	10303	0	62
2021.11.16	14:00:00	1866.915	1869.084	1859.093	1859.539	12465	0	62
2021.11.16	15:00:00	1859.507	1864.493	1856.490	1861.214	7291	0	62
2021.11.16	16:00:00	1861.201	1861.440	1853.561	1855.234	6397	0	62
2021.11.16	17:00:00	1855.224	1856.702	1851.772	1852.195	4196	0	62
2021.11.16	18:00:00	1852.196	1854.519	1849.714	1850.197	4360	0	62
2021.11.16	19:00:00	1850.167	1852.481	1849.965	1851.589	3150	0	62
2021.11.16	20:00:00	1851.619	1851.619	1849.712	1850.580	3149	0	62
2021.11.16	21:00:00	1850.610	1850.711	1849.725	1850.523	1640	0	62
2021.11.16	23:00:00	1850.260	1850.731	1849.746	1850.380	1724	0	62
2021.11.17	00:00:00	1850.381	1854.886	1849.598	1854.319	2389	0	62
2021.11.17	01:00:00	1854.341	1856.047	1853.023	1855.746	4282	0	62
2021.11.17	02:00:00	1855.723	1856.121	1853.381	1855.964	3190	0	62
2021.11.17	03:00:00	1855.953	1856.103	1851.942	1853.731	3335	0	62
2021.11.17	04:00:00	1853.733	1855.238	1853.470	1854.226	2263	0	62
2021.11.17	05:00:00	1854.255	1854.820	1852.059	1852.371	2639	0	62
2021.11.17	06:00:00	1852.405	1856.126	1852.405	1855.042	2899	0	62
2021.11.17	07:00:00	1855.011	1857.382	1854.247	1856.227	3055	0	62
2021.11.17	08:00:00	1856.233	1860.198	1855.877	1860.145	3317	0	62
2021.11.17	09:00:00	1860.155	1861.417	1859.200	1859.356	2767	0	62
2021.11.17	10:00:00	1859.388	1861.078	1857.992	1859.712	3261	0	62
2021.11.17	11:00:00	1859.672	1862.881	1859.374	1861.740	3565	0	62
2021.11.17	12:00:00	1861.708	1864.872	1861.677	1863.889	3574	0	62
2021.11.17	13:00:00	1863.887	1865.687	1860.047	1862.139	6195	0	62
2021.11.17	14:00:00	1862.170	1867.364	1862.040	1866.018	6370	0	62
2021.11.17	15:00:00	1866.051	1868.132	1860.313	1862.923	5740	0	62
2021.11.17	16:00:00	1862.892	1866.345	1862.359	1866.305	4076	0	62
2021.11.17	17:00:00	1866.274	1867.584	1865.389	1865.472	3437	0	62
2021.11.17	18:00:00	1865.442	1868.061	1863.916	1866.051	4034	0	62
2021.11.17	19:00:00	1866.037	1866.126	1862.857	1864.018	2446	0	62
2021.11.17	20:00:00	1863.987	1866.895	1862.791	1866.858	3156	0	62
2021.11.17	21:00:00	1866.826	1867.612	1866.550	1867.381	1298	0	62
2021.11.17	23:00:00	1866.888	1867.417	1866.319	1866.547	1243	0	62
2021.11.18	00:00:00	1866.576	1870.952	1866.576	1869.972	2076	0	62
2021.11.18	01:00:00	1870.001	1870.302	1867.388	1868.247	3682	0	62
2021.11.18	02:00:00	1868.246	1869.961	1865.446	1866.894	3285	0	62
2021.11.18	03:00:00	1866.922	1866.922	1864.198	1864.994	2438	0	62
2021.11.18	04:00:00	1864.991	1867.393	1864.985	1866.056	1845	0	62
2021.11.18	05:00:00	1866.063	1866.762	1864.803	1866.505	2669	0	62
2021.11.18	06:00:00	1866.535	1866.980	1862.547	1863.888	3170	0	62
2021.11.18	07:00:00	1863.865	1869.369	1863.270	1868.609	3542	0	62
2021.11.18	08:00:00	1868.639	1869.819	1863.867	1865.060	3857	0	62
2021.11.18	09:00:00	1865.062	1866.103	1862.788	1864.287	2977	0	62
2021.11.18	10:00:00	1864.256	1864.526	1858.799	1861.294	3792	0	62
2021.11.18	11:00:00	1861.263	1864.451	1861.132	1862.774	3686	0	62
2021.11.18	12:00:00	1862.785	1866.742	1862.504	1865.592	3155	0	62
2021.11.18	13:00:00	1865.560	1866.912	1855.142	1864.380	11642	0	62
2021.11.18	14:00:00	1864.349	1865.542	1860.729	1861.535	8039	0	62
2021.11.18	15:00:00	1861.526	1863.643	1857.694	1860.123	6992	0	62
2021.11.18	16:00:00	1860.131	1862.342	1859.209	1861.777	3773	0	62
2021.11.18	17:00:00	1861.806	1862.720	1860.244	1860.928	2878	0	62
2021.11.18	18:00:00	1860.897	1861.049	1858.272	1859.967	2765	0	62
2021.11.18	19:00:00	1859.956	1860.534	1858.450	1858.922	2281	0	62
2021.11.18	20:00:00	1858.889	1861.079	1856.793	1860.876	2717	0	62
2021.11.18	21:00:00	1860.843	1861.004	1858.649	1858.912	1238	0	62
2021.11.18	23:00:00	1859.192	1859.694	1858.054	1859.647	1263	0	62
2021.11.19	00:00:00	1859.654	1860.356	1858.640	1859.118	1757	0	62
2021.11.19	01:00:00	1859.120	1862.115	1859.120	1861.452	3528	0	62
2021.11.19	02:00:00	1861.484	1863.076	1860.533	1861.839	2277	0	62
2021.11.19	03:00:00	1861.809	1863.575	1861.587	1863.139	2033	0	62
2021.11.19	04:00:00	1863.125	1863.789	1862.375	1862.712	1703	0	62
2021.11.19	05:00:00	1862.707	1863.560	1860.489	1861.050	1906	0	62
2021.11.19	06:00:00	1861.019	1862.044	1858.742	1859.072	2863	0	62
2021.11.19	07:00:00	1859.032	1859.131	1855.965	1857.545	3466	0	62
2021.11.19	08:00:00	1857.531	1859.363	1853.709	1853.909	4073	0	62
2021.11.19	09:00:00	1853.878	1864.185	1851.511	1864.139	8585	0	62
2021.11.19	10:00:00	1864.126	1864.857	1859.297	1859.684	5122	0	62
2021.11.19	11:00:00	1859.714	1862.459	1858.276	1861.728	3911	0	62
2021.11.19	12:00:00	1861.758	1864.049	1860.189	1860.243	4151	0	62
2021.11.19	13:00:00	1860.274	1864.222	1857.839	1860.131	7052	0	62
2021.11.19	14:00:00	1860.121	1865.740	1851.886	1861.801	12671	0	62
2021.11.19	15:00:00	1861.734	1862.596	1855.980	1860.417	6923	0	62
2021.11.19	16:00:00	1860.440	1860.759	1855.780	1856.531	4508	0	62
2021.11.19	17:00:00	1856.501	1857.461	1842.934	1847.041	10078	0	62
2021.11.19	18:00:00	1847.043	1850.596	1844.509	1848.771	6359	0	62
2021.11.19	19:00:00	1848.801	1849.942	1847.331	1849.719	3476	0	62
2021.11.19	20:00:00	1849.726	1849.726	1846.397	1847.030	3466	0	62
2021.11.19	21:00:00	1847.061	1847.630	1845.442	1846.265	1519	0	62
2021.11.21	23:00:00	1842.276	1847.238	1841.553	1844.947	3839	0	62
2021.11.22	00:00:00	1844.978	1847.276	1844.608	1846.342	3162	0	62
2021.11.22	01:00:00	1846.311	1848.495	1844.113	1845.880	4723	0	62
2021.11.22	02:00:00	1845.884	1847.141	1844.513	1846.564	2938	0	62
2021.11.22	03:00:00	1846.577	1847.267	1845.147	1847.185	2224	0	62
2021.11.22	04:00:00	1847.175	1849.115	1846.926	1847.360	1971	0	62
2021.11.22	05:00:00	1847.362	1848.662	1845.812	1846.767	2336	0	62
2021.11.22	06:00:00	1846.769	1846.803	1841.029	1842.518	3652	0	62
2021.11.22	07:00:00	1842.527	1845.259	1840.092	1844.104	3951	0	62
2021.11.22	08:00:00	1844.074	1847.060	1842.781	1844.797	4801	0	62
2021.11.22	09:00:00	1844.768	1846.727	1844.494	1845.116	3147	0	62
2021.11.22	10:00:00	1845.093	1845.631	1837.294	1839.532	3957	0	62
2021.11.22	11:00:00	1839.501	1843.352	1837.965	1842.645	4001	0	62
2021.11.22	12:00:00	1842.614	1843.072	1839.561	1839.929	3675	0	62
2021.11.22	13:00:00	1839.961	1842.256	1834.925	1837.948	7778	0	62
2021.11.22	14:00:00	1837.972	1838.584	1811.576	1819.267	21725	0	62
2021.11.22	15:00:00	1819.236	1819.744	1813.129	1818.491	8513	0	62
2021.11.22	16:00:00	1818.461	1822.202	1814.712	1815.775	6464	0	62
2021.11.22	17:00:00	1815.766	1816.089	1806.610	1808.499	7095	0	62
2021.11.22	18:00:00	1808.468	1808.506	1804.810	1805.062	5631	0	62
2021.11.22	19:00:00	1805.077	1806.553	1802.271	1803.748	4130	0	62
2021.11.22	20:00:00	1803.718	1807.133	1802.980	1805.261	4121	0	62
2021.11.22	21:00:00	1805.228	1806.397	1804.433	1804.860	1819	0	62
2021.11.22	23:00:00	1807.207	1809.818	1807.058	1809.065	2577	0	62
2021.11.23	00:00:00	1809.095	1810.346	1808.058	1809.547	2387	0	62
2021.11.23	01:00:00	1809.549	1812.439	1808.039	1811.383	4389	0	62
2021.11.23	02:00:00	1811.414	1811.414	1806.486	1809.932	3796	0	62
2021.11.23	03:00:00	1809.939	1810.271	1807.684	1808.407	2144	0	62
2021.11.23	04:00:00	1808.395	1808.627	1807.055	1807.873	1699	0	62
2021.11.23	05:00:00	1807.869	1808.798	1807.402	1808.225	2354	0	62
2021.11.23	06:00:00	1808.227	1808.281	1803.434	1803.961	4103	0	62
2021.11.23	07:00:00	1803.994	1809.900	1802.905	1807.729	5813	0	62
2021.11.23	08:00:00	1807.697	1808.407	1798.745	1801.025	7210	0	62
2021.11.23	09:00:00	1800.993	1803.009	1792.661	1797.761	6692	0	62
2021.11.23	10:00:00	1797.763	1799.173	1795.770	1796.786	4066	0	62
2021.11.23	11:00:00	1796.768	1797.198	1793.582	1794.068	3839	0	62
2021.11.23	12:00:00	1794.044	1797.527	1791.407	1791.891	5427	0	62
2021.11.23	13:00:00	1791.859	1793.463	1784.155	1786.097	13128	0	62
2021.11.23	14:00:00	1786.128	1793.253	1785.501	1790.563	10669	0	62
2021.11.23	15:00:00	1790.531	1791.139	1784.705	1786.379	8623	0	62
2021.11.23	16:00:00	1786.371	1786.371	1782.025	1782.812	5474	0	62
2021.11.23	17:00:00	1782.779	1786.151	1782.175	1784.344	3909	0	62
2021.11.23	18:00:00	1784.375	1789.286	1781.982	1789.162	5399	0	62
2021.11.23	19:00:00	1789.131	1790.372	1788.033	1788.190	3399	0	62
2021.11.23	20:00:00	1788.160	1791.929	1787.684	1790.314	3706	0	62
2021.11.23	21:00:00	1790.283	1791.233	1788.968	1789.082	1845	0	62
2021.11.23	23:00:00	1789.278	1790.943	1788.555	1790.943	2605	0	62
2021.11.24	00:00:00	1790.979	1792.164	1790.394	1791.544	2484	0	62
2021.11.24	01:00:00	1791.541	1796.018	1789.038	1795.092	4599	0	62
2021.11.24	02:00:00	1795.062	1795.433	1793.082	1794.254	2919	0	62
2021.11.24	03:00:00	1794.261	1794.861	1792.844	1793.717	2316	0	62
2021.11.24	04:00:00	1793.694	1795.710	1792.744	1793.630	2117	0	62
2021.11.24	05:00:00	1793.628	1795.877	1793.191	1795.641	2124	0	62
2021.11.24	06:00:00	1795.649	1795.703	1792.381	1793.386	3420	0	62
2021.11.24	07:00:00	1793.355	1796.339	1791.920	1794.147	4071	0	62
2021.11.24	08:00:00	1794.117	1794.783	1790.407	1791.384	4228	0	62
2021.11.24	09:00:00	1791.415	1793.924	1790.869	1792.048	4227	0	62
2021.11.24	10:00:00	1792.079	1792.833	1788.457	1789.424	4091	0	62
2021.11.24	11:00:00	1789.393	1790.174	1785.505	1787.323	3724	0	62
2021.11.24	12:00:00	1787.291	1787.511	1784.308	1785.934	4216	0	62
2021.11.24	13:00:00	1785.903	1787.743	1781.802	1784.557	10372	0	62
2021.11.24	14:00:00	1784.588	1785.834	1778.379	1782.063	12202	0	62
2021.11.24	15:00:00	1782.032	1785.531	1779.631	1784.633	7686	0	62
2021.11.24	16:00:00	1784.666	1791.431	1783.467	1789.093	5488	0	62
2021.11.24	17:00:00	1789.115	1789.212	1784.736	1785.436	3692	0	62
2021.11.24	18:00:00	1785.412	1785.891	1783.680	1784.135	2915	0	62
2021.11.24	19:00:00	1784.166	1785.776	1782.526	1784.884	4302	0	62
2021.11.24	20:00:00	1784.854	1788.512	1784.666	1788.173	2860	0	62
2021.11.24	21:00:00	1788.203	1789.590	1788.108	1788.590	1342	0	62
2021.11.24	23:00:00	1788.764	1791.185	1786.057	1789.732	3372	0	62
2021.11.25	00:00:00	1789.767	1792.862	1789.270	1791.891	2284	0	62
2021.11.25	01:00:00	1791.890	1793.279	1790.132	1791.865	3765	0	62
2021.11.25	02:00:00	1791.872	1794.329	1791.483	1792.796	2249	0	62
2021.11.25	03:00:00	1792.808	1793.312	1791.965	1792.141	1636	0	62
2021.11.25	04:00:00	1792.143	1792.690	1791.728	1791.995	1146	0	62
2021.11.25	05:00:00	1792.001	1792.948	1791.504	1792.929	1871	0	62
2021.11.25	06:00:00	1792.956	1794.052	1792.330	1792.691	2455	0	62
2021.11.25	07:00:00	1792.710	1794.343	1792.600	1793.372	2321	0	62
2021.11.25	08:00:00	1793.368	1795.096	1793.159	1794.372	2512	0	62
2021.11.25	09:00:00	1794.403	1794.561	1791.988	1793.076	2929	0	62
2021.11.25	10:00:00	1793.074	1793.104	1790.372	1791.157	2287	0	62
2021.11.25	11:00:00	1791.167	1791.591	1789.914	1790.805	1961	0	62
2021.11.25	12:00:00	1790.807	1792.905	1790.593	1790.857	2541	0	62
2021.11.25	13:00:00	1790.823	1791.759	1789.368	1791.244	3667	0	62
2021.11.25	14:00:00	1791.247	1792.170	1790.244	1790.750	2291	0	62
2021.11.25	15:00:00	1790.751	1790.914	1787.920	1788.562	2870	0	62
2021.11.25	16:00:00	1788.593	1790.506	1788.093	1789.581	2039	0	62
2021.11.25	17:00:00	1789.579	1790.403	1788.126	1788.761	1539	0	62
2021.11.25	23:00:00	1790.364	1792.741	1790.241	1792.697	1926	0	62
2021.11.26	00:00:00	1792.685	1794.391	1790.039	1792.084	3883	0	62
2021.11.26	01:00:00	1792.080	1793.638	1790.973	1792.482	4015	0	62
2021.11.26	02:00:00	1792.481	1794.910	1791.870	1794.224	3193	0	62
2021.11.26	03:00:00	1794.255	1798.899	1794.248	1797.044	3876	0	62
2021.11.26	04:00:00	1797.051	1798.504	1796.720	1797.090	2274	0	62
2021.11.26	05:00:00	1797.088	1798.063	1795.326	1797.544	2296	0	62
2021.11.26	06:00:00	1797.535	1803.337	1797.499	1801.236	3651	0	62
2021.11.26	07:00:00	1801.243	1808.409	1800.263	1808.083	5921	0	62
2021.11.26	08:00:00	1808.052	1809.037	1797.766	1802.965	8980	0	62
2021.11.26	09:00:00	1802.935	1809.916	1802.051	1809.844	7126	0	62
2021.11.26	10:00:00	1809.813	1810.715	1805.976	1809.674	7180	0	62
2021.11.26	11:00:00	1809.706	1815.586	1809.206	1811.806	4828	0	62
2021.11.26	12:00:00	1811.802	1812.140	1805.834	1806.216	6202	0	62
2021.11.26	13:00:00	1806.201	1809.597	1799.007	1805.652	8525	0	62
2021.11.26	14:00:00	1805.646	1808.102	1795.440	1798.645	10789	0	62
2021.11.26	15:00:00	1798.613	1802.577	1797.626	1797.658	8232	0	62
2021.11.26	16:00:00	1797.663	1799.771	1780.263	1785.319	10358	0	62
2021.11.26	17:00:00	1785.288	1789.669	1783.415	1785.804	6414	0	62
2021.11.26	18:00:00	1785.836	1788.547	1783.806	1787.788	1009	0	62
2021.11.28	23:00:00	1788.665	1795.713	1780.321	1795.490	6519	0	62
2021.11.29	00:00:00	1795.458	1795.907	1790.345	1793.729	4782	0	62
2021.11.29	01:00:00	1793.762	1795.825	1789.970	1795.324	4894	0	62
2021.11.29	02:00:00	1795.290	1795.582	1792.412	1795.349	3384	0	62
2021.11.29	03:00:00	1795.357	1796.633	1793.975	1794.473	2578	0	62
2021.11.29	04:00:00	1794.470	1794.472	1791.214	1792.998	2285	0	62
2021.11.29	05:00:00	1792.965	1795.970	1792.214	1795.896	3311	0	62
2021.11.29	06:00:00	1795.891	1796.713	1794.640	1795.033	3404	0	62
2021.11.29	07:00:00	1795.064	1797.067	1792.043	1794.739	6195	0	62
2021.11.29	08:00:00	1794.771	1799.283	1792.939	1798.106	5612	0	62
2021.11.29	09:00:00	1798.074	1799.422	1796.766	1799.337	5468	0	62
2021.11.29	10:00:00	1799.369	1799.430	1794.748	1796.372	3500	0	62
2021.11.29	11:00:00	1796.336	1796.336	1793.289	1793.552	3080	0	62
2021.11.29	12:00:00	1793.548	1794.092	1790.322	1794.030	4829	0	62
2021.11.29	13:00:00	1794.061	1794.061	1786.777	1786.909	6602	0	62
2021.11.29	14:00:00	1786.917	1789.967	1784.251	1788.100	7481	0	62
2021.11.29	15:00:00	1788.129	1789.801	1785.281	1787.036	6853	0	62
2021.11.29	16:00:00	1787.004	1787.937	1782.612	1783.852	5873	0	62
2021.11.29	17:00:00	1783.843	1785.794	1782.523	1784.220	3861	0	62
2021.11.29	18:00:00	1784.210	1785.264	1782.696	1784.039	3389	0	62
2021.11.29	19:00:00	1784.008	1784.015	1781.190	1782.626	3431	0	62
2021.11.29	20:00:00	1782.656	1785.113	1782.080	1783.736	3807	0	62
2021.11.29	21:00:00	1783.701	1785.808	1782.545	1784.703	2188	0	62
2021.11.29	23:00:00	1785.166	1787.871	1784.608	1786.894	2069	0	62
2021.11.30	00:00:00	1786.885	1787.911	1784.794	1785.091	2626	0	62
2021.11.30	01:00:00	1785.083	1789.115	1782.979	1788.540	3859	0	62
2021.11.30	02:00:00	1788.571	1790.409	1787.833	1788.644	2776	0	62
2021.11.30	03:00:00	1788.674	1789.150	1788.109	1788.993	2124	0	62
2021.11.30	04:00:00	1788.990	1789.730	1788.225	1788.690	1864	0	62
2021.11.30	05:00:00	1788.676	1795.890	1788.032	1795.860	5422	0	62
2021.11.30	06:00:00	1795.828	1795.828	1791.399	1793.292	5676	0	62
2021.11.30	07:00:00	1793.324	1793.739	1789.940	1791.805	6028	0	62
2021.11.30	08:00:00	1791.808	1795.699	1791.674	1792.936	5905	0	62
2021.11.30	09:00:00	1792.906	1798.543	1791.526	1797.057	5357	0	62
2021.11.30	10:00:00	1797.061	1797.883	1795.070	1796.142	4046	0	62
2021.11.30	11:00:00	1796.117	1796.403	1791.922	1792.496	4354	0	62
2021.11.30	12:00:00	1792.528	1794.040	1789.037	1792.887	4440	0	62
2021.11.30	13:00:00	1792.856	1797.353	1789.798	1795.774	6998	0	62
2021.11.30	14:00:00	1795.744	1804.450	1793.779	1802.416	8561	0	62
2021.11.30	15:00:00	1802.406	1808.646	1783.371	1784.534	21781	0	62
2021.11.30	16:00:00	1784.564	1784.775	1770.843	1774.304	18370	0	62
2021.11.30	17:00:00	1774.311	1775.615	1769.899	1774.366	8224	0	62
2021.11.30	18:00:00	1774.399	1777.344	1773.641	1776.586	6334	0	62
2021.11.30	19:00:00	1776.621	1777.799	1774.476	1776.104	4352	0	62
2021.11.30	20:00:00	1776.137	1776.262	1770.981	1771.028	4940	0	62
2021.11.30	21:00:00	1771.059	1775.044	1770.915	1774.894	2261	0	62
2021.11.30	23:00:00	1775.016	1777.040	1772.234	1773.275	3053	0	62
2021.12.01	00:00:00	1773.278	1777.820	1772.667	1777.731	3579	0	62
2021.12.01	01:00:00	1777.729	1778.539	1773.695	1775.323	5033	0	62
2021.12.01	02:00:00	1775.324	1779.490	1775.132	1778.361	3857	0	62
2021.12.01	03:00:00	1778.362	1780.357	1777.768	1777.990	2806	0	62
2021.12.01	04:00:00	1778.007	1779.872	1777.375	1779.516	1969	0	62
2021.12.01	05:00:00	1779.514	1794.526	1778.832	1790.587	5488	0	62
2021.12.01	06:00:00	1790.556	1792.059	1785.968	1788.067	7099	0	62
2021.12.01	07:00:00	1788.097	1789.217	1784.322	1784.891	6184	0	62
2021.12.01	08:00:00	1784.860	1785.106	1776.692	1778.956	7375	0	62
2021.12.01	09:00:00	1778.987	1784.073	1777.674	1782.908	4348	0	62
2021.12.01	10:00:00	1782.940	1786.949	1782.006	1786.334	4062	0	62
2021.12.01	11:00:00	1786.335	1788.651	1785.102	1785.122	3218	0	62
2021.12.01	12:00:00	1785.153	1788.675	1784.984	1786.081	4309	0	62
2021.12.01	13:00:00	1786.114	1790.538	1782.744	1788.138	9372	0	62
2021.12.01	14:00:00	1788.139	1789.934	1783.266	1788.337	8135	0	62
2021.12.01	15:00:00	1788.367	1792.261	1784.106	1786.079	9740	0	62
2021.12.01	16:00:00	1786.046	1787.942	1781.409	1786.144	7255	0	62
